document_id,document_number,sentence
dc4aa46a91b1f053d51243c9fa7b72ec26b5a9fea5384a03310dfed220d01547,37/2018/TT-BGTVT,quản lý chất lượng công tác bảo trì đối với công trình quản lý khai thác theo hình thức đối tác công tư thực hiện theo khoản 1 điều này và các quy định sau
51a2b04ce03c160ce2dd1116a15a197d453af92eca7de768502c1e3ba777c278,37/2018/TT-BGTVT,hệ thống đường trung ương phải báo cáo thực hiện
baf40fc104f4ff11f762ec228308feab11e1d95e197e25cbf85f3c0e93f31c09,37/2018/TT-BGTVT,"khi sử dụng phương pháp này, chi phí quản lý, vận hành khai thác bảo trì công trình được xác định trên cơ sở quy mô, công suất hoặc năng lực phục vụ của công trình, bộ phận kết cấu công trình đang xem xét"
baf40fc104f4ff11f762ec228308feab11e1d95e197e25cbf85f3c0e93f31c09,37/2018/TT-BGTVT,"chi phí quản lý, vận hành khai thác bảo trì công trình được xác định trên cơ sở dữ liệu về chi phí quản lý, bảo trì, vận hành khai thác của công trình tương tự đã hoặc đang thực hiện có cùng loại, cấp công trình, quy mô, công suất hoặc năng lực phục vụ"
aa8e6b63fe5e917feeffb4f129d13c36a105d16cfa4af94a7af02b94db4bbea7,37/2018/TT-BGTVT,"tư vấn thiết kế lập chỉ dẫn kỹ thuật vận hành khai thác, bảo trì để xác định khối lượng và tính dự toán chi phí quản lý, vận hành khai thác và bảo trì"
e649a95137e0ee8738546daa4f18daebe253335d1c484ae270d214cceb9e4645,36/2024/QH15,"cơ sở dữ liệu về trật tự, an toàn giao thông đường bộ bao gồm cơ sở dữ liệu về đăng ký xe cơ giới"
e649a95137e0ee8738546daa4f18daebe253335d1c484ae270d214cceb9e4645,36/2024/QH15,"cơ sở dữ liệu về trật tự, an toàn giao thông đường bộ bao gồm cơ sở dữ liệu về quản lý xe cơ giới"
e649a95137e0ee8738546daa4f18daebe253335d1c484ae270d214cceb9e4645,36/2024/QH15,"cơ sở dữ liệu về trật tự, an toàn giao thông đường bộ bao gồm cơ sở dữ liệu về xe máy chuyên dùng"
9eaf6739c1c91b13e41871e08ae5b870ee68a3bd776bc9b679f2586b56080f02,36/2024/QH15,"cơ sở dữ liệu về trật tự, an toàn giao thông đường bộ bao gồm cơ sở dữ liệu về đăng kiểm xe cơ giới"
9eaf6739c1c91b13e41871e08ae5b870ee68a3bd776bc9b679f2586b56080f02,36/2024/QH15,"cơ sở dữ liệu về trật tự, an toàn giao thông đường bộ bao gồm cơ sở dữ liệu về xe máy chuyên dùng"
04bb596ba23a5b2bed0dde7069e319d18e85457a70b8650d176d21ae86eedd65,36/2024/QH15,"cơ sở dữ liệu về trật tự, an toàn giao thông đường bộ bao gồm cơ sở dữ liệu về đào tạo"
04bb596ba23a5b2bed0dde7069e319d18e85457a70b8650d176d21ae86eedd65,36/2024/QH15,"cơ sở dữ liệu về trật tự, an toàn giao thông đường bộ bao gồm cơ sở dữ liệu về sát hạch"
04bb596ba23a5b2bed0dde7069e319d18e85457a70b8650d176d21ae86eedd65,36/2024/QH15,"cơ sở dữ liệu về trật tự, an toàn giao thông đường bộ bao gồm cơ sở dữ liệu về cấp giấy phép lái xe"
72f0e61011f94ec0bb18db4b7f2c8c0af2751db2040ade7697f319ff7e877c76,36/2024/QH15,"cơ sở dữ liệu về trật tự, an toàn giao thông đường bộ bao gồm cơ sở dữ liệu về xe máy chuyên dùng"
1a8675087537d5f5548f42af695715884aa8a13e70b21962dd032401fe3c8080,36/2024/QH15,"cơ sở dữ liệu về trật tự, an toàn giao thông đường bộ bao gồm cơ sở dữ liệu về bảo hiểm của chủ xe cơ giới"
1a8675087537d5f5548f42af695715884aa8a13e70b21962dd032401fe3c8080,36/2024/QH15,"cơ sở dữ liệu về trật tự, an toàn giao thông đường bộ bao gồm cơ sở dữ liệu về xe máy chuyên dùng"
48273d48d05bd566b3f2cdf4d6fc86a9573d4fcc2450775ffd8979ad78ad5104,36/2024/QH15,"cơ sở dữ liệu về trật tự, an toàn giao thông đường bộ bao gồm cơ sở dữ liệu về xử lý vi phạm hành chính về trật tự, an toàn giao thông đường bộ"
d8e848a34bf393b38ffb8bb66be7b5d030a6727f2cefdf40ad78760793c7fdcc,36/2024/QH15,"cơ sở dữ liệu về trật tự, an toàn giao thông đường bộ bao gồm cơ sở dữ liệu về tai nạn giao thông đường bộ"
f49990d35d1ec35556d0eb9a58b27fd194a2db46f1edc204a951904bffd3ee0f,36/2024/QH15,"cơ sở dữ liệu về trật tự, an toàn giao thông đường bộ bao gồm cơ sở dữ liệu về hành trình của phương tiện giao thông đường bộ"
f49990d35d1ec35556d0eb9a58b27fd194a2db46f1edc204a951904bffd3ee0f,36/2024/QH15,"cơ sở dữ liệu về trật tự, an toàn giao thông đường bộ bao gồm hình ảnh người lái xe theo quy định của luật này"
0d1398f9772304d00f730f6fac1cfabe49f07a5e268fe7fe6adfb204f96260c3,36/2024/QH15,"cơ sở dữ liệu về trật tự, an toàn giao thông đường bộ bao gồm cơ sở dữ liệu khác liên quan đến công tác bảo đảm trật tự, an toàn giao thông đường bộ"
5564f61142d1c4fbb2b2620ac725e4ee601e74145eb75f20caa4391f57e9d4c7,36/2024/QH15,tín hiệu đèn màu đỏ là cấm đi
f2884a4a286dc0d3f82ba0d3f6a9bf1145a719402eafebcfa99b4d64857cf1c3,36/2024/QH15,biển báo cấm để biểu thị các điều cấm
dce0cd1817dfd8aca03b29686d711d0cb76b7b7c4e989247e725c0e082a7261d,36/2024/QH15,biển báo nguy hiểm để cảnh báo các tình huống nguy hiểm có thể xảy ra
8ee2932f774bbd17b66985858b1f28c06e6cb9a508fc121c8d2310177e18e545,36/2024/QH15,biển hiệu lệnh để báo hiệu lệnh phải thi hành
17619dfb8d4ab9753a780696943dea132e462dfaff6e6876c574e608e90e2b89,36/2024/QH15,biển chỉ dẫn để chỉ dẫn hướng đi
17619dfb8d4ab9753a780696943dea132e462dfaff6e6876c574e608e90e2b89,36/2024/QH15,biển chỉ dẫn để chỉ dẫn các điều cần biết
63c2065e426bfdedb55cfad509a13e680210034d99d5fb25bc2bcf6a88eab97e,36/2024/QH15,biển phụ để thuyết minh bổ sung cho biển báo cấm
63c2065e426bfdedb55cfad509a13e680210034d99d5fb25bc2bcf6a88eab97e,36/2024/QH15,biển phụ để thuyết minh bổ sung cho biển báo nguy hiểm
63c2065e426bfdedb55cfad509a13e680210034d99d5fb25bc2bcf6a88eab97e,36/2024/QH15,biển phụ để thuyết minh bổ sung cho biển hiệu lệnh
63c2065e426bfdedb55cfad509a13e680210034d99d5fb25bc2bcf6a88eab97e,36/2024/QH15,biển phụ để thuyết minh bổ sung cho biển chỉ dẫn
63b46bcdee1ecd72c83595f76884d16be76a56e3922ae2190b50e251579445a9,36/2024/QH15,"các trường hợp sau đây gồm điều kiện trời mưa, gió, sương, khói, bụi"
63b46bcdee1ecd72c83595f76884d16be76a56e3922ae2190b50e251579445a9,36/2024/QH15,"các trường hợp sau đây gồm mặt đường trơn trượt, lầy lội"
63b46bcdee1ecd72c83595f76884d16be76a56e3922ae2190b50e251579445a9,36/2024/QH15,"các trường hợp sau đây gồm có nhiều đất đá, vật liệu rơi vãi ảnh hưởng đến an toàn giao thông đường bộ"
c40238c8ca05cd974a99cedace88e205398a8162b2313a95b82425098bf995dc,36/2024/QH15,các trường hợp nhường đường khi tránh nhau bao gồm xe xuống dốc
6812ad8de0e69872991af37fa375d90a9a09ae19e3c52fdfcd039986b22d0b08,36/2024/QH15,trong trường hợp các xe cùng thứ tự ưu tiên đến bến phà thì xe nào đến trước được qua trước
6812ad8de0e69872991af37fa375d90a9a09ae19e3c52fdfcd039986b22d0b08,36/2024/QH15,trong trường hợp các xe cùng thứ tự ưu tiên đến cầu phao thì xe nào đến trước được qua trước
fed1be5ae066917921590714f6bcd0920265ab33504e3746badcc079679dc30b,36/2024/QH15,"khi qua phà, mọi người phải chấp hành quy định sau đây"
780395600636285c64ddb305f89a5b959a868ea29c3a45a42cf4c63960a5aafe,36/2024/QH15,"khi xuống phà, xe cơ giới và xe máy chuyên dùng xuống trước"
575406de9c7d485fc8894875348cb2ae9a049681607cfc5a1d30aa3bfd322d6d,36/2024/QH15,"trước khi nhập vào làn đường của đường cao tốc, người lái xe phải có tín hiệu xin vào"
cc42417f79f7c30799bb7d822b8a7e925dd90fa7ead098032c200ee6a34a3e96,36/2024/QH15,xe ưu tiên được quyền đi trước xe khác khi xe ưu tiên qua đường giao nhau từ bất kỳ hướng nào tới
cc42417f79f7c30799bb7d822b8a7e925dd90fa7ead098032c200ee6a34a3e96,36/2024/QH15,thứ tự ưu tiên đi trước được áp dụng theo thứ tự ưu tiên từ trên xuống dưới
fff9994aad7bdd32c1e24751fcc102f53c87b1bd2b246c16229e8aad64d22f50,36/2024/QH15,xe ưu tiên được quyền đi trước xe khác khi qua đường giao nhau từ bất kỳ hướng nào tới
fff9994aad7bdd32c1e24751fcc102f53c87b1bd2b246c16229e8aad64d22f50,36/2024/QH15,thứ tự đó bao gồm xe của lực lượng quân sự đi làm nhiệm vụ khẩn cấp
fff9994aad7bdd32c1e24751fcc102f53c87b1bd2b246c16229e8aad64d22f50,36/2024/QH15,thứ tự đó bao gồm xe công an đi làm nhiệm vụ khẩn cấp
331ce3a99a00490f596f25430b3c880dbce42e4ce42629f21d9cf0c9e66bea1d,36/2024/QH15,xe ưu tiên được quyền đi trước xe khác khi qua đường giao nhau từ bất kỳ hướng nào tới
331ce3a99a00490f596f25430b3c880dbce42e4ce42629f21d9cf0c9e66bea1d,36/2024/QH15,thứ tự ưu tiên từ trên xuống dưới như sau: xe cứu thương đi làm nhiệm vụ cấp cứu
4af5274e28b440c14422f1df463288ef424cb505f253edd61bb072124f2c0cd6,36/2024/QH15,xe ưu tiên được quyền đi trước xe khác khi qua đường giao nhau từ bất kỳ hướng nào tới
22d5b2b94c277e6af3a0b7d844c36bd5618482be890c4d0183494ef7d9b0a54a,36/2024/QH15,xe ưu tiên được quyền đi trước xe khác khi xe ưu tiên qua đường giao nhau từ bất kỳ hướng nào tới
22d5b2b94c277e6af3a0b7d844c36bd5618482be890c4d0183494ef7d9b0a54a,36/2024/QH15,thứ tự ưu tiên đi trước xe khác được áp dụng từ trên xuống dưới
259e2a475cc8fb6ef16ba8f0fff24858f0e95926f5ee9965434a87aefb621e21,36/2024/QH15,màu của tín hiệu đèn ưu tiên được quy định như sau
3f691ef2c92a7bc38a1202d71dbc0a0c6fd7dc9cefa4124fd76a4a7f4c10412d,36/2024/QH15,màu của tín hiệu đèn ưu tiên được quy định như sau
4340ab93bd33827041b853d29aed75d42f3c9a5dc12454c92aca3bd5a242e84b,36/2024/QH15,màu của tín hiệu đèn ưu tiên được quy định như sau
00fe9bb0ee8c66ed71d6fd1fd1257653cc8323d976ecd32da66cf6c869441f2e,36/2024/QH15,chở người diễu hành theo đoàn khi được cơ quan có thẩm quyền cho phép
928b3b8fa0712764a6b078bd988e9d026db98ab9c3a171bb8da31c7371f7ba6a,36/2024/QH15,trừ trường hợp quy định tại khoản 3 điều 53 của luật này
928b3b8fa0712764a6b078bd988e9d026db98ab9c3a171bb8da31c7371f7ba6a,36/2024/QH15,phải bảo đảm các quy định sau đây
1e198c3c0320022bb1b67e3ce250e5b2de26015b06171ad1be534ecf3bc33acd,36/2024/QH15,xe cơ giới bao gồm xe ô tô
1e198c3c0320022bb1b67e3ce250e5b2de26015b06171ad1be534ecf3bc33acd,36/2024/QH15,xe ô tô bao gồm xe có từ bốn bánh trở lên chạy bằng động cơ
1c67651c13e2d85f488a62a883e9c12bb85320b533feb2d002860138dc3add6b,36/2024/QH15,xe cơ giới bao gồm rơ moóc
7f0b98bb0f9c656389a38e71659901856c63a88b7460188ce1097f1c4dc710fc,36/2024/QH15,xe chở hàng bốn bánh chạy bằng động cơ
7f0b98bb0f9c656389a38e71659901856c63a88b7460188ce1097f1c4dc710fc,36/2024/QH15,xe chở hàng bốn bánh có kết cấu để chở hàng
3ca512bcf4941a8cbda11d60f6e848d8f0293ba422c976e5767b971e69212000,36/2024/QH15,xe cơ giới bao gồm xe mô tô
3ca512bcf4941a8cbda11d60f6e848d8f0293ba422c976e5767b971e69212000,36/2024/QH15,xe mô tô không bao gồm xe gắn máy
61ae30004c84ae4ffe574f7cfca0194b50c998c0bbb94418748858af30e1874a,36/2024/QH15,xe cơ giới bao gồm xe gắn máy
61ae30004c84ae4ffe574f7cfca0194b50c998c0bbb94418748858af30e1874a,36/2024/QH15,xe gắn máy không bao gồm xe đạp máy
3c3987d09c41d3a6a3b5f75c5c70c9789b538e7c8112fe1ab057a1d4f933c374,36/2024/QH15,xe thô sơ bao gồm xe đạp máy
5e3b730d1c3292667cd45b9af9a0a636b59942e3864e7053a15f05aa081cc855,36/2024/QH15,xe thô sơ bao gồm xe xích lô
99cdae48b5b04e97527b445bb7b8ac960c29258865656cb020256b698a427ab1,36/2024/QH15,xe thô sơ bao gồm xe lăn dùng cho người khuyết tật
1c0050299ccf3c71f4af8f6bcfb27e8962fc15bf18b42f4cd76e9e133432da43,36/2024/QH15,xe thô sơ bao gồm xe vật nuôi kéo
fc76fa0faff9fd471d6d1abaf2ff3659c183a896ce49567e89de6c42bbc7bdb1,36/2024/QH15,xe máy chuyên dùng bao gồm xe máy thi công
dd38197891feba366632811fedc58b8a45da7e383c1691425e8b9557c7d27850,36/2024/QH15,xe máy chuyên dùng bao gồm xe máy nông nghiệp
dd38197891feba366632811fedc58b8a45da7e383c1691425e8b9557c7d27850,36/2024/QH15,xe máy chuyên dùng bao gồm xe máy lâm nghiệp
61d3aaacb7112ea993030a76b31081a2645a254d317d86c6f5108847c6f4475b,36/2024/QH15,xe máy chuyên dùng bao gồm máy kéo
47bad9ee429358e8fe8f2dbfc898b17f8474a94b20aa2babf6b623703dd1a2ba,36/2024/QH15,xe máy chuyên dùng bao gồm rơ moóc
47bad9ee429358e8fe8f2dbfc898b17f8474a94b20aa2babf6b623703dd1a2ba,36/2024/QH15,xe máy chuyên dùng bao gồm sơ mi rơ moóc được kéo bởi máy kéo
7b405ef9ce1646c76e983b638db1d17eabbfd972e9744843b69cdcff9182c88f,36/2024/QH15,xe máy chuyên dùng bao gồm các loại xe đặc chủng
40cb740c506c2ccc444f0ddca755cc933446960d37fe69caaeec30e28fe72de1,36/2024/QH15,biển số xe được phân loại theo quy định
40cb740c506c2ccc444f0ddca755cc933446960d37fe69caaeec30e28fe72de1,36/2024/QH15,"biển số xe nền màu xanh, chữ và số màu trắng được cấp cho xe của cơ quan đảng"
40cb740c506c2ccc444f0ddca755cc933446960d37fe69caaeec30e28fe72de1,36/2024/QH15,"biển số xe nền màu xanh, chữ và số màu trắng được cấp cho xe của nhà nước"
40cb740c506c2ccc444f0ddca755cc933446960d37fe69caaeec30e28fe72de1,36/2024/QH15,"biển số xe nền màu xanh, chữ và số màu trắng được cấp cho xe của tổ chức chính trị - xã hội"
40cb740c506c2ccc444f0ddca755cc933446960d37fe69caaeec30e28fe72de1,36/2024/QH15,"biển số xe nền màu xanh, chữ và số màu trắng được cấp cho xe của đơn vị sự nghiệp công lập"
9a54a74bac217608a927db4d8130bac5735243133782768ff5db0e17f4728339,36/2024/QH15,biển số xe nền màu đỏ cấp cho xe quân sự
fcafbc0a29f68828fb178c254715e35e09f51d5a7186eca8745be619a9b7ed9f,36/2024/QH15,biển số xe được phân loại như sau
f6274ef7aca8c698fb7c9b7947cd93d31fab7c1e58c9b681f3831e39872ee979,36/2024/QH15,"biển số xe nền màu trắng, chữ và số màu đen được cấp cho xe của các tổ chức, cá nhân trong nước"
afbf774d2af74c096320d4e2f72769b2a213840a46873fe6501a2e51fa9d041b,36/2024/QH15,"biển số xe được phân loại là biển số xe nền màu trắng, chữ màu đỏ, số màu đen"
f692aa10a48ca8fb49cda60ad0b741ac69530b0cb91f97166e03704bff502f7f,36/2024/QH15,"biển số xe được phân loại là biển số xe nền màu trắng, chữ và số màu đen"
f692aa10a48ca8fb49cda60ad0b741ac69530b0cb91f97166e03704bff502f7f,36/2024/QH15,ký hiệu “cv” được cấp cho xe của các nhân viên hành chính kỹ thuật
202073cfc6ce56aeb1bf22c70343df02cd3c85e240ebb95b0e74b48b66ee71c4,36/2024/QH15,biển số xe được quản lý theo mã định danh
7617ea9f8442160e0ce07b2b61ee40a56fbb89cc33b25e2f69d8940943ad8201,36/2024/QH15,biển số xe được quản lý theo mã định danh
7617ea9f8442160e0ce07b2b61ee40a56fbb89cc33b25e2f69d8940943ad8201,36/2024/QH15,trường hợp chuyển nhượng xe gắn với biển số xe trúng đấu giá không bị thu hồi số biển số xe
7617ea9f8442160e0ce07b2b61ee40a56fbb89cc33b25e2f69d8940943ad8201,36/2024/QH15,trường hợp trao đổi xe gắn với biển số xe trúng đấu giá không bị thu hồi số biển số xe
7617ea9f8442160e0ce07b2b61ee40a56fbb89cc33b25e2f69d8940943ad8201,36/2024/QH15,trường hợp tặng cho xe gắn với biển số xe trúng đấu giá không bị thu hồi số biển số xe
029f4400ef826bc3bf1ce4a0e7beee895aedca990f7938479d2af37338c6701f,36/2024/QH15,biển số xe được quản lý theo mã định danh
999ba102a7c8699c6556487279094d94b44ef1b9bd42fca07e4678a6bc869b28,36/2024/QH15,"tiền trúng đấu giá không bao gồm lệ phí đăng ký, cấp biển số xe"
d03c0eae4deeda783c5da51d7b2194ff0a9f999999a473c50ed8228d93f0f1e9,36/2024/QH15,đổi chứng nhận đăng ký xe trong trường hợp cải tạo xe cơ giới hoặc xe máy chuyên dùng
d03c0eae4deeda783c5da51d7b2194ff0a9f999999a473c50ed8228d93f0f1e9,36/2024/QH15,đổi biển số xe cơ giới hoặc xe máy chuyên dùng trong trường hợp thay đổi màu sơn
d03c0eae4deeda783c5da51d7b2194ff0a9f999999a473c50ed8228d93f0f1e9,36/2024/QH15,đổi chứng nhận đăng ký xe trong trường hợp thay đổi tên tổ chức hoặc cá nhân
d03c0eae4deeda783c5da51d7b2194ff0a9f999999a473c50ed8228d93f0f1e9,36/2024/QH15,đổi biển số xe cơ giới hoặc xe máy chuyên dùng trong trường hợp thay đổi số định danh của tổ chức hoặc cá nhân
d03c0eae4deeda783c5da51d7b2194ff0a9f999999a473c50ed8228d93f0f1e9,36/2024/QH15,đổi chứng nhận đăng ký xe trong trường hợp thay đổi mục đích sử dụng
a7da8f462757afccde9c1c0456fe36ef982ab43fab4a399d4f30464dbc85b2a5,36/2024/QH15,đổi chứng nhận đăng ký xe trong các trường hợp sau đây
a7da8f462757afccde9c1c0456fe36ef982ab43fab4a399d4f30464dbc85b2a5,36/2024/QH15,đổi biển số xe cơ giới trong các trường hợp sau đây
a7da8f462757afccde9c1c0456fe36ef982ab43fab4a399d4f30464dbc85b2a5,36/2024/QH15,đổi xe máy chuyên dùng trong các trường hợp sau đây
ed2c661d7afbdd9ff30d87e5a420ddd6eedf464b84f4ca1f282c404c911fa949,36/2024/QH15,"đổi chứng nhận đăng ký xe, biển số xe cơ giới, xe máy chuyên dùng trong các trường hợp quy định"
12203b53aa770d67d6b8832e277be14ba9dce4739fa0b942ce1d0ba0a42b5852,36/2024/QH15,các trường hợp thu hồi biển số xe cơ giới bao gồm xe cơ giới hết niên hạn sử dụng
12203b53aa770d67d6b8832e277be14ba9dce4739fa0b942ce1d0ba0a42b5852,36/2024/QH15,các trường hợp thu hồi biển số xe cơ giới bao gồm xe cơ giới hư hỏng không sử dụng được
a1f8c940c162e4eacc8092e57537a89e621a0fd6af7d45f29e20ed04c0d7fe42,36/2024/QH15,niên hạn sử dụng của xe cải tạo được quy định như sau
907c4c6cb44a99c0b5bbd99050ec4b0c4c318d0bdd211c744047d1c4ae196277,36/2024/QH15,niên hạn sử dụng của xe cải tạo được quy định như sau
d775dba1dadf5a44bcff01df58d7afafb5f3452dfba3ad7d4c1abf35df32ae8b,36/2024/QH15,niên hạn sử dụng của xe cải tạo được quy định như sau
349476b0c04d004020e09f3ebaf323cc51022ca98a6efea326c80ef39b566bae,36/2024/QH15,việc chứng nhận chất lượng an toàn kỹ thuật và bảo vệ môi trường bao gồm chứng nhận
475633a2d440a471f7b12f32c597b69a4131b8b56d6fd6fcb56d599df2ffad2e,36/2024/QH15,"trách nhiệm của chủ xe cơ giới, xe máy chuyên dùng được quy định như sau"
2b5dee614f385e3f566edcccd5c8aab0d950b2117bf01e88da82eb102656c88a,36/2024/QH15,trừ trường hợp bất khả kháng
1cb7931d459992556026eb53be9145cbd148f3f249c82e1134eff581f8d600c1,36/2024/QH15,xe ô tô kinh doanh vận tải chở trẻ em mầm non và học sinh phải đáp ứng các yêu cầu sau đây
89b3284a6b7e0b8732132ebb84363ce11008ef397376daa577834f4cdbba37a8,36/2024/QH15,"khi vận chuyển hàng hóa, người lái xe phải mang đủ giấy tờ theo quy định của pháp luật"
2c63676803e5569a140c7e0988482663f5291bb857625134b43709c2c4be93d9,36/2024/QH15,"xe bốn bánh có gắn động cơ vận chuyển hành khách, hàng hóa phải đáp ứng các yêu cầu sau đây"
4390d2d03861b627dae6f27b68fe04bc30b2e5128303973662c67f25d6b2ec69,36/2024/QH15,"khi vận chuyển hàng hoá bằng xe ô tô, người lái xe phải mang đủ giấy tờ theo quy định của pháp luật"
0a86239c13ed957a089bcff04868ed5bb7fbe0f4ede3603d54b98b93b304e597,36/2024/QH15,"khi vận chuyển hàng hoá bằng xe ô tô, người lái xe phải thực hiện các quy định sau đây"
717d0e605132e4f791d0aa2a8befe173d7977444a5e1d0caeb5584575a6fe7fd,36/2024/QH15,"khi vận chuyển hàng hoá bằng xe ô tô, người lái xe phải kiểm tra việc sắp xếp hàng hoá bảo đảm an toàn"
4ffe85f1b45a7b116cde518976206a3d6fb3e3216120a87acb46b6ae1cfd3c3b,36/2024/QH15,"khi vận chuyển hàng hóa bằng xe ô tô, người lái xe phải thực hiện các quy định sau đây"
a667c013f22df7a8bd40428c309e9c406c2b14c1c8778153ff5bd3248100f9f8,36/2024/QH15,"khi vận chuyển hàng hoá bằng xe ô tô, người lái xe phải che đậy kín hàng rời, vật liệu xây dựng, phế thải"
a32650502b775d7dca158a179cb55c84cc2ae72ab7363943335adc76c6b58be8,36/2024/QH15,"khi vận chuyển hàng hoá bằng xe ô tô, người lái xe phải thực hiện các quy định sau đây"
a32650502b775d7dca158a179cb55c84cc2ae72ab7363943335adc76c6b58be8,36/2024/QH15,"khi vận chuyển hàng hoá xếp vượt phía trước và phía sau xe vào ban ngày, người lái xe phải có báo hiệu màu đỏ tại điểm đầu và điểm cuối cùng của hàng hoá"
dd4ecc542f8e9504182513af7bb3e53e5858e2bba0e6c806255c1e65c4da5a5d,36/2024/QH15,xe quá khổ giới hạn bao gồm xe cơ giới
f317164bcd428aa49cc3acd5ad46bf96f59036721f90cf3ca8680252152352e3,36/2024/QH15,cơ quan có thẩm quyền lưu hành xe quá khổ giới hạn cho phép của xe để chở xe ô tô chở người đến 08 chỗ không kể chỗ của người lái xe
f317164bcd428aa49cc3acd5ad46bf96f59036721f90cf3ca8680252152352e3,36/2024/QH15,cơ quan có thẩm quyền lưu hành xe quá khổ giới hạn cho phép của xe để chở xe ô tô tải
f317164bcd428aa49cc3acd5ad46bf96f59036721f90cf3ca8680252152352e3,36/2024/QH15,cơ quan có thẩm quyền lưu hành xe quá khổ giới hạn cho phép của xe để chở ô tô chuyên dùng có khối lượng toàn bộ theo thiết kế đến 3
f317164bcd428aa49cc3acd5ad46bf96f59036721f90cf3ca8680252152352e3,36/2024/QH15,500 kg từ nơi sản xuất đến nơi sử dụng
f317164bcd428aa49cc3acd5ad46bf96f59036721f90cf3ca8680252152352e3,36/2024/QH15,cơ quan có thẩm quyền lưu hành xe quá khổ giới hạn cho phép của xe từ ga đến nơi sử dụng
f317164bcd428aa49cc3acd5ad46bf96f59036721f90cf3ca8680252152352e3,36/2024/QH15,cơ quan có thẩm quyền lưu hành xe quá khổ giới hạn cho phép của xe từ cảng đến nơi sử dụng
68ffb751af0cc89464663ac210d97b0009f97c85f58f5f5b8157b34ba21b9075,36/2024/QH15,việc bảo vệ công trình đường bộ khi cho phép xe quá khổ giới hạn lưu hành trên đường bộ được quy định như sau
68ffb751af0cc89464663ac210d97b0009f97c85f58f5f5b8157b34ba21b9075,36/2024/QH15,việc bảo vệ công trình đường bộ khi cho phép xe quá tải trọng lưu hành trên đường bộ được quy định như sau
68ffb751af0cc89464663ac210d97b0009f97c85f58f5f5b8157b34ba21b9075,36/2024/QH15,việc bảo vệ công trình đường bộ khi cho phép xe bánh xích lưu hành trên đường bộ được quy định như sau
41ae3d4abeb3985b50fb952d993d597c90adc8123cb3ff096daeef1402405c8b,36/2024/QH15,việc bảo vệ công trình đường bộ khi cho phép xe quá khổ giới hạn lưu hành trên đường bộ được quy định như sau
41ae3d4abeb3985b50fb952d993d597c90adc8123cb3ff096daeef1402405c8b,36/2024/QH15,việc bảo vệ công trình đường bộ khi cho phép xe quá tải trọng lưu hành trên đường bộ được quy định như sau
41ae3d4abeb3985b50fb952d993d597c90adc8123cb3ff096daeef1402405c8b,36/2024/QH15,việc bảo vệ công trình đường bộ khi cho phép xe bánh xích lưu hành trên đường bộ được quy định như sau
1753d4c5af052ffbe441388bc9a8f514038ab1cb3ffe90ee9ec293318313bda9,36/2024/QH15,"trường hợp cần thiết, phải có người, phương tiện hỗ trợ lái xe"
c33d575ff9ee957b423d24f3fc891899f905cfe772fde7d849f045ef3b51e97f,36/2024/QH15,việc bảo vệ công trình đường bộ khi cho phép xe quá khổ giới hạn lưu hành trên đường bộ được quy định như sau
c33d575ff9ee957b423d24f3fc891899f905cfe772fde7d849f045ef3b51e97f,36/2024/QH15,việc bảo vệ công trình đường bộ khi cho phép xe quá tải trọng lưu hành trên đường bộ được quy định như sau
c33d575ff9ee957b423d24f3fc891899f905cfe772fde7d849f045ef3b51e97f,36/2024/QH15,việc bảo vệ công trình đường bộ khi cho phép xe bánh xích lưu hành trên đường bộ được quy định như sau
95bd69dcd3b623acf23f15bad875a77f586c294b356b22db64abd152dc398aa3,36/2024/QH15,"tổ chức, cá nhân đưa xe có tay lái ở bên phải vào việt nam có trách nhiệm bảo đảm an toàn giao thông khi phương tiện lưu hành trên lãnh thổ việt nam"
0291280ae5ea9c9281e4e20f77ab669fe54a64cfb34779a7d7e7aede4aedb1b1,36/2024/QH15,giấy phép lái xe do cơ quan có thẩm quyền cấp
ca44a2b7e9e6bd77742e509cb20fe70b109cb605e2569e6c38d1f13d358bd4ff,36/2024/QH15,"khi tham gia giao thông đường bộ, người lái xe phải mang theo giấy phép lái xe phù hợp với loại xe đang điều khiển"
1f23dab2d024f88b3eac3d9760eb93e59690e7c9907069e40d5142d93f9fbe59,36/2024/QH15,giấy phép lái xe do cơ quan có thẩm quyền cấp
84ce2115333ce1fd9dc35aaf17e426601cabb71c9377b8e9601db0c223463406,36/2024/QH15,"khi tham gia giao thông đường bộ, người lái xe phải mang theo chứng nhận bảo hiểm bắt buộc trách nhiệm dân sự của chủ xe cơ giới"
bc22884135d0040fc1e17a18a8e615c379ec7a520f57e33683ea5010bf779423,36/2024/QH15,giấy phép lái xe bao gồm hạng a1
964a19966380d244c1eeee4bb31c3ef3b6da82b178ef446d9558edc299e54617,36/2024/QH15,giấy phép lái xe bao gồm các hạng sau đây
73dec56be5a2291def7a9c7aa37a76fab3b2630322f3de3b532f657b24e90ab6,36/2024/QH15,giấy phép lái xe bao gồm các hạng sau đây
3bafd2ecc84616e0ebbe5a7644fa8f4f20414575798ed82715fc1c089f1219e6,36/2024/QH15,giấy phép lái xe bao gồm hạng b
3bafd2ecc84616e0ebbe5a7644fa8f4f20414575798ed82715fc1c089f1219e6,36/2024/QH15,500 kg
3bafd2ecc84616e0ebbe5a7644fa8f4f20414575798ed82715fc1c089f1219e6,36/2024/QH15,500 kg
